,DATE,beef,coffee,soy,corn,sugar,EXBZUS
0,1998-01-01,92.80504805603023,198.12558136363594,275.4961559814956,128.07989017868064,12.899568517398873,1.1199
1,1998-02-01,92.5372404701233,201.0810102,278.9217917471081,128.08240139389056,12.084091885566716,1.1273
2,1998-03-01,92.5781703689575,179.51922599999997,272.15325002930626,129.02675338439892,11.15523194446564,1.1334
3,1998-04-01,93.25431723175048,171.4259295,268.2156636851175,121.72017785568242,11.040281535243984,1.1409
4,1998-05-01,92.25900175094604,159.4309178571428,270.97958496571874,121.59704824447627,10.586261372566218,1.1475
5,1998-06-01,89.43201510848999,146.20731077272748,266.77949608064563,117.45198006744393,9.348256258773809,1.1543
6,1998-07-01,88.19381249999999,135.81563086956513,269.94085165135,117.19046304931669,10.016798100662234,1.1614
7,1998-08-01,89.1886897979736,144.87735728571445,236.97437720985872,103.52931196517942,9.938805661869042,1.1717
8,1998-09-01,88.59371857452396,133.33049931818195,228.23444703695628,101.18590470886235,8.5339415602684,1.1805
9,1998-10-01,88.28997511596685,130.05052854545488,238.6781850968831,113.53371850662226,8.872436213350301,1.1889
10,1998-11-01,90.1743385070801,138.55665676190506,250.44836541117252,116.19922013854976,9.618897111129765,1.1932
11,1998-12-01,92.0136712005615,141.07599600000034,246.960571469205,114.88540127868652,9.734181615447994,1.2052
12,1999-01-01,117.33119769287107,172.7121599999999,294.8954394077999,147.34723315429693,12.260808311462398,1.5119999999999998
13,1999-02-01,157.6031325,201.7820882,346.06560781238187,182.13972949647777,13.12733455,1.9261
14,1999-03-01,155.31455,200.35038382608604,333.6028544091238,183.75988591295814,11.4822567826087,1.9057
15,1999-04-01,134.68666666666664,175.06575340909026,302.25458255953123,160.10050969547197,9.230792857142852,1.7025
16,1999-05-01,134.571205,187.6661802380954,288.94375497772813,156.256070773049,9.68794705,1.6853
17,1999-06-01,141.23676739130445,191.03240918181865,300.37745340519126,164.22807520305795,10.669666590909085,1.7669
18,1999-07-01,147.0593550904763,172.64559390909093,285.32619229202686,150.6694017912679,9.693097090909093,1.8023
19,1999-08-01,166.58068977272734,172.55899277272715,324.37604225411684,162.90765299334808,10.793907652173901,1.8859
20,1999-09-01,164.1943977272727,160.48589140909093,342.97412506902185,165.41649246697696,12.672959454545447,1.8987
21,1999-10-01,166.64485714285706,182.6240129523809,350.79844169403003,168.62864770910704,13.297837714285707,1.9688
22,1999-11-01,169.83041625,217.18768581818165,330.64951880985745,164.95960049287066,12.563756999999999,1.9314
23,1999-12-01,163.903275,227.14129391304283,313.43393636225,160.8563572567011,11.0320044,1.8442
24,2000-01-01,159.26274,201.97012457142938,325.7187612966788,167.8457285868883,10.16518815,1.8057
25,2000-02-01,158.19732499999998,184.82959785714363,329.999007679275,168.91249622487726,9.5060515,1.7765
26,2000-03-01,157.617504,175.37710539130404,332.74872150795,165.82307736659658,8.90575488,1.7424
27,2000-04-01,159.35248,167.49264000000002,348.79471785004,169.06647437547997,10.637065600000001,1.7696
28,2000-05-01,166.14702000000003,167.25482573913038,367.15075492559754,174.6107409219642,12.394073391304346,1.8278
29,2000-06-01,159.37403522727277,157.26961513636363,338.3648679992625,152.1031172997062,15.084693818181828,1.8099
30,2000-07-01,156.3149571428571,157.62336171428575,304.78994438557504,134.96817210727036,17.335504285714283,1.7982
31,2000-08-01,156.2905086956522,143.46870908695658,303.68742912043933,136.11764489054278,19.172527173913004,1.8091
32,2000-09-01,152.12829719047625,139.5140875238095,331.9785632373581,147.45301516170582,18.134842749999997,1.8397
33,2000-10-01,155.9127375,144.41713936363644,326.60940041323687,159.35979533767858,19.590318954545424,1.8813
34,2000-11-01,174.79350568181817,139.0900225909092,345.2216631195406,173.276167181743,18.53515205,1.9483
35,2000-12-01,173.05608,129.38142399999995,365.08581915003003,188.90735682045113,19.077396,1.9632
36,2001-01-01,171.75891704545458,128.42306786956527,343.1444560191037,184.4548180007707,19.677434523809506,1.9561
37,2001-02-01,175.65037499999997,134.95465299999998,335.91106236751244,185.30929473178557,18.781175,2.006
38,2001-03-01,190.81241999999997,139.69841250000002,344.44902669818435,190.71596780892858,18.266092499999996,2.0955
39,2001-04-01,197.6527575,144.75917761904776,347.89700716146746,192.021348900268,17.661487684210513,2.1934
40,2001-05-01,209.74684772727284,159.63672834782614,375.6890568727313,195.048729428648,20.540653909090928,2.2926
41,2001-06-01,224.6833238095237,151.87731790476195,404.94833719967,197.82259224843546,20.797508571428562,2.3788
42,2001-07-01,243.48793636363646,145.76788640909083,461.6131974442932,224.44537324840277,21.110852666666677,2.4731
43,2001-08-01,255.75288260869576,149.05210278260873,459.1027021041862,233.330703281483,19.85730260869566,2.5122
44,2001-09-01,287.076075,155.96327889999998,461.31630395851005,240.21773398273024,19.166956466666676,2.6767
45,2001-10-01,283.37488695652155,154.49293773913038,440.26002420113997,236.44261940869572,18.078555130434786,2.7408
46,2001-11-01,265.7031275,149.94989386363642,414.2221377573538,229.02973646167408,18.5450718,2.5481
47,2001-12-01,238.31958333333256,133.73921023809527,378.5136549513344,218.17826609972684,17.513535,2.3635
48,2002-01-01,240.47807727272837,138.61261917391312,380.9214712495294,218.87216950036992,17.406135285714278,2.3799
49,2002-02-01,249.57139,143.30900720000002,388.3460913244687,219.94328751658844,13.777111368421046,2.4242
50,2002-03-01,255.66362500000002,150.24526666666674,395.5860122276563,210.71689065625011,13.892952500000002,2.345
51,2002-04-01,240.95373068181738,151.75782759090916,398.0122504417744,202.3226107704017,12.027362909090915,2.3227
52,2002-05-01,238.78573369565208,152.13301421739132,437.2370270719069,223.5970793085969,13.89093354545454,2.4753
53,2002-06-01,254.8678736842106,158.9430492,503.16158147755493,252.90010548353575,14.2397424,2.7144
54,2002-07-01,285.03566666666666,166.12259878260863,615.0247833314199,293.25758787875014,17.04471266666668,2.9414
55,2002-08-01,297.539509090909,168.97446736363634,647.1887365529026,341.56321175035623,18.204162272727267,3.1082
56,2002-09-01,310.528675,203.5229358095239,698.535735598635,382.25079053818,21.5025906,3.3548
57,2002-10-01,330.17891220000007,249.55381939130442,759.65952860919,416.28507859250107,26.652131999999998,3.7966
58,2002-11-01,293.005125,250.99414533333322,755.1868684038525,390.30143288675,26.21317557894738,3.5924
59,2002-12-01,304.65119999999996,230.8672510909091,755.2548142909824,388.1134735150362,27.230014399999995,3.6268
60,2003-01-01,293.390625,224.75570652173923,717.315487109375,363.8396304209184,27.1235119047619,3.4375
61,2003-02-01,301.123125,238.77176175,753.664041652973,381.63025299731976,30.016432500000022,3.5955
62,2003-03-01,289.9307125,213.44464080952372,726.674666528525,363.4093658336067,27.112050333333357,3.4567
63,2003-04-01,256.881125,201.1282759090908,689.29284962625,327.4961322790818,22.577261904761897,3.109
64,2003-05-01,234.06981000000002,195.09797822727276,686.0124219567,318.5073228879589,20.702661571428564,2.9517
65,2003-06-01,226.040775,176.34550600000009,663.750979670775,309.1639914791314,18.5014357142857,2.8887
66,2003-07-01,233.5473,181.50749582608702,617.11861697325,281.6138282964286,19.411161954545463,2.8833
67,2003-08-01,273.8579625,192.01291028571438,625.759581723525,301.5805874073937,20.162700809523812,3.0053
68,2003-09-01,283.2788,193.94509145454532,676.6556527493,301.4975847766671,18.315079999999995,2.9204
69,2003-10-01,281.69952,184.03074156521748,770.058409200653,298.3207981053415,17.45810121739131,2.8628
70,2003-11-01,322.83625,181.5389125,815.3869646544084,315.1129134075643,18.047088888888887,2.915
71,2003-12-01,308.34770000000003,189.8191595652175,828.4587884324663,327.6332091452063,18.55881476190475,2.9255
72,2004-01-01,305.474298,205.51930813636375,858.5544098305912,331.6835370782744,17.206900736842094,2.8533
73,2004-02-01,291.9529,223.6608621,928.8263214811172,360.70833356890876,17.233019894736834,2.9342
74,2004-03-01,282.67657499999996,226.89447443478252,1048.375070144188,373.39524844541813,18.882175956521742,2.9067
75,2004-04-01,296.89659,219.6561571363637,1057.034878764075,388.02872106091854,19.949578714285714,2.9079
76,2004-05-01,355.6011375,240.242112,1079.200140478425,401.0815247104295,20.544981749999998,3.1023
77,2004-06-01,365.345775,257.2739770909092,1002.0947887596067,385.7761955681628,23.514454285714272,3.1293
78,2004-07-01,365.51952,227.78194254545465,880.4836980576001,317.4960546955096,24.810706285714303,3.0384
79,2004-08-01,380.47814999999997,220.95704018181812,677.7765315657,312.46678014749995,23.651455090909092,3.0018
80,2004-09-01,369.737775,232.65912954545456,596.9211536142,282.5675739037754,25.0808297142857,2.8914
81,2004-10-01,340.81399999999996,229.73131619047626,551.672938781,266.42000343469374,25.56478476190475,2.852
82,2004-11-01,329.9939875,251.6393433181819,545.8809339913499,261.3705992702069,24.1582082,2.7877
83,2004-12-01,317.11199999999997,283.41412826086895,539.17442925,259.5771329081633,23.87907142857141,2.715
84,2005-01-01,309.96487499999995,288.2183464285722,526.2404673963937,258.296241658125,23.995719,2.6895
85,2005-02-01,304.83461250000005,313.81408575,513.1590327344251,245.06078114199235,24.214540263157907,2.5971
86,2005-03-01,324.732,364.72227517391434,631.0098341395692,270.6479153143714,24.0707595,2.7061
87,2005-04-01,304.4832,333.66805333333383,589.297420264,248.50896567619054,21.96223999999999,2.576
88,2005-05-01,298.20833,315.2677795454539,573.2437512934,234.1587604037075,20.89896171428571,2.4554
89,2005-06-01,290.56081,292.56728927272707,615.1519521849541,235.7213703821429,21.81332745454546,2.4148
90,2005-07-01,290.58652,260.552699999999,600.4849828173001,250.44549338599964,22.7479945,2.3702
91,2005-08-01,283.308,255.4586183043472,544.0149430146041,234.40581994421424,23.31440073913042,2.3609
92,2005-09-01,276.07647000000003,228.3216872727273,486.55442430642506,222.7677063262244,24.80896180952383,2.2949
93,2005-10-01,262.5444,236.8512137142866,475.885768095,228.85588818489714,26.170734857142758,2.2536
94,2005-11-01,259.228025,238.2073907727279,466.27900787555,212.20153294292857,26.1063072,2.2109
95,2005-12-01,263.44395,241.60329572727167,493.9126367448,234.1938074878053,31.766420142857243,2.2809
96,2006-01-01,257.542425,281.50862918181735,485.0729981524875,232.9847376395,36.6894542,2.2666
97,2006-02-01,247.710825,257.14758205,462.7511213551854,230.84382701347707,38.97021578947375,2.1587
98,2006-03-01,240.89832,244.68818400000066,457.9308541080006,225.94083859285746,36.77450400000004,2.1528
99,2006-04-01,239.5708575,245.44973375,444.5652795678586,229.64401023473673,37.16222626315796,2.1281
100,2006-05-01,244.09125000000003,237.86326765217325,471.59663447839057,240.02237284535684,36.66891622727263,2.1697
101,2006-06-01,251.24680999999998,232.01427259090806,486.9822254394683,246.55107377382637,35.28947218181816,2.2493
102,2006-07-01,251.9280375,229.76628976190463,475.41193715271373,250.13496675376692,34.6998731,2.1883
103,2006-08-01,253.5171625,240.811669,439.3442479649781,248.45714159749937,27.97485691304347,2.1553
104,2006-09-01,254.72825,238.0932306666674,432.07767722232745,260.7331045962497,26.694436649999997,2.1679
105,2006-10-01,252.936175,237.39668154545492,467.53970494058757,305.2666809107149,24.696207272727253,2.1458
106,2006-11-01,261.354375,263.54318727272823,525.942084603375,353.731347894375,25.288326,2.1555
107,2006-12-01,260.28912,275.65775466666787,522.52739204211,345.163850102501,25.119403400000003,2.1476
108,2007-01-01,254.90879999999999,266.5466379130436,546.9421104191999,353.0460565822547,23.307321599999998,2.1376
109,2007-02-01,247.86541250000002,255.52280480000005,582.1850474902454,371.4262118035531,22.135829157894694,2.0939
110,2007-03-01,247.25472,244.50575781818105,578.3751799321611,354.14074217275476,21.649026409090943,2.0883
111,2007-04-01,238.80227499999998,232.8533056190478,548.9504379941925,309.8705766883565,19.477738799999997,2.0302
112,2007-05-01,231.33735000000001,224.7953509565215,561.7679039529146,317.6520356507134,18.02371090909092,1.9836
113,2007-06-01,229.94369999999998,230.57767842857098,585.15710952825,317.9353561626786,17.894018142857142,1.9323
114,2007-07-01,221.041,221.29154163636397,589.7115252624,276.9434941552623,18.6158177142857,1.8812
115,2007-08-01,232.3008,241.62200608695574,606.270810367173,296.3224015714291,18.860791304347824,1.962
116,2007-09-01,224.946975,243.57715005,661.1663539109724,304.60584757263086,18.739657421052637,1.9023
117,2007-10-01,208.4243625,241.54898708695583,644.659192726546,295.19203837322965,17.977615478260866,1.7987
118,2007-11-01,207.893454,231.54421363636442,687.350913149225,302.341226580839,17.4852424,1.7669
119,2007-12-01,213.33139999999997,246.4341085714283,755.2837382753249,321.84168227773074,18.648762947368446,1.7852
120,2008-01-01,214.86657499999998,247.6258399999997,817.6976373527499,365.8156424565784,20.64901666666665,1.771
121,2008-02-01,220.79330000000002,271.95358666666704,878.7052800127875,380.4622965000002,23.5273675,1.729
122,2008-03-01,182.3503,255.0177938095235,847.13572220865,399.77941314928523,22.005938500000003,1.709
123,2008-04-01,174.953625,237.27007499999925,814.1310381558369,415.91217273374997,21.11707500000005,1.6863
124,2008-05-01,205.9857,235.57937090909033,811.154548904875,403.89744646821504,18.135302619047614,1.6585
125,2008-06-01,209.51805,236.45531457142886,893.844690271575,464.55097749755333,19.52034871428572,1.6179
126,2008-07-01,211.47,234.29756086956502,881.0973495807954,424.75491198979654,21.00028636363641,1.59
127,2008-08-01,218.52085,236.14458919047584,759.690326230725,379.24167189333383,22.0640398571429,1.6127
128,2008-09-01,233.32114,258.328497818182,781.4332352982999,421.82733550866044,25.280320619047632,1.8031
129,2008-10-01,252.81425000000073,269.5431521739128,738.8898707404575,399.1768770056113,25.522441304347872,2.181
130,2008-11-01,261.096,276.7299744,747.2715719165043,373.0367102369747,26.855247157894784,2.2704
131,2008-12-01,266.48825,284.55477339130323,763.6876036838518,380.6525276482507,27.115928,2.3954
132,2009-01-01,263.3890875,294.96640472727336,841.73259419298,399.94783037000053,28.257927600000006,2.3079
133,2009-02-01,248.851375,300.7855245,792.77396824721,379.578108278373,30.9240205263158,2.323
134,2009-03-01,260.27173750000003,297.66517200000004,772.7849429634881,381.1768600101789,29.94296190909087,2.3161
135,2009-04-01,254.41185000000002,297.53671109090953,824.837182783325,371.8067409174833,29.669320095238078,2.2027
136,2009-05-01,247.44044000000002,311.3536869523811,873.8103683500013,372.5472619023569,31.9976074,2.0689
137,2009-06-01,239.19402499999998,293.36177881818253,871.7888642992781,351.3606861874997,32.46557554545456,1.9586
138,2009-07-01,239.6672,272.32731826087047,769.4259583370178,293.39953355428605,34.41262545454555,1.9328
139,2009-08-01,228.81719999999999,276.3556428571433,754.6490551593,280.5525737198978,40.079916,1.8453
140,2009-09-01,225.7461375,270.09513699999997,634.820921959575,273.88311267858865,42.6511131428572,1.8187
141,2009-10-01,209.4049,268.615695545455,616.6840650999484,290.69765721857067,40.24902781818184,1.7378
142,2009-11-01,215.85,262.83705028571393,640.1371744832401,296.4688603700748,39.3175092,1.7268
143,2009-12-01,222.3516,276.5282029565213,664.0773361404961,288.20412463071403,43.59969490909095,1.7508
144,2010-01-01,238.5250875,282.67688614285663,639.5708094120941,298.1418934445871,39.028607368420985,1.7817
145,2010-02-01,261.1035,290.771673,634.8650843645519,298.232622674437,40.48522105263167,1.842
146,2010-03-01,271.57455,293.7194078260867,623.0490241930266,283.7655322814443,32.40294347826084,1.7855
147,2010-04-01,289.4328,297.58355345454464,628.299633024,276.28603787265337,29.66482285714288,1.7568
148,2010-05-01,286.19005,314.52612619047693,633.2489974722976,296.15055323189233,27.403491000000002,1.8142
149,2010-06-01,261.25818333333416,344.42752063636397,628.7889488768999,275.8151515939278,29.40846,1.8042
